Day,Exercise,Minutes,Calories Burned
2021-05-09,"Daily Activity (Garmin)",41.0,-160.00
2021-05-08,"Daily Activity (Garmin)",100.0,-66.00
2021-05-07,"Daily Activity (Garmin)",81.0,-196.00
2021-05-06,"Daily Activity (Garmin)",94.0,-88.00
2021-05-05,"Daily Activity (Garmin)",48.0,-47.00
2021-05-04,"Daily Activity (Garmin)",105.0,-305.00
2021-05-03,"Daily Activity (Garmin)",59.0,-189.00
2021-05-02,"Daily Activity (Garmin)",207.0,-891.00
2021-05-01,"Daily Activity (Garmin)",219.0,-695.00
2021-01-24,"Indoor rowing (Garmin)",33.96666666666667,-475.00
2021-01-24,"Pilates (Garmin)",10.533333333333333,-88.00
2021-02-07,"Pilates (Garmin)",61.5,-585.00
2021-01-12,"Indoor rowing (Garmin)",26.666666666666668,-390.00
2021-01-14,"Indoor rowing (Garmin)",48.46666666666667,-587.00
2021-01-10,"Indoor rowing (Garmin)",37.38333333333333,-549.00
2021-01-25,"Pilates (Garmin)",29.95,-391.00
2021-02-11,"Cycling (Garmin)",106.86666666666666,-1055.00
2021-02-18,"Cycling (Garmin)",34.583333333333336,-493.00
2021-02-18,"Cycling (Garmin)",27.966666666666665,-392.00
2021-02-18,"Pilates (Garmin)",8.166666666666666,-51.00
2021-03-08,"Indoor cycling (Garmin)",18.466666666666665,-261.00
2021-03-08,"Pilates (Garmin)",32.06666666666667,-412.00
2021-03-12,"Cycling (Garmin)",71.25,-529.00
2021-03-01,"Pilates (Garmin)",35.81666666666667,-426.00
2021-03-22,"Mountain biking (Garmin)",93.01666666666667,-1423.00
2021-03-22,"Mountain biking (Garmin)",77.63333333333334,-1138.00
2021-01-11,"Indoor rowing (Garmin)",21.583333333333332,-354.00
2021-02-25,"Cycling (Garmin)",22.5,-265.00
2021-03-28,"Hiking (Garmin)",121.18333333333334,-713.00
2021-04-30,"Daily Activity (Garmin)",57.0,-273.00
2021-04-29,"Daily Activity (Garmin)",36.0,-127.00
2021-04-28,"Daily Activity (Garmin)",67.0,-392.00
2021-04-27,"Daily Activity (Garmin)",35.0,-107.00
2021-04-26,"Daily Activity (Garmin)",25.0,-67.00
2021-04-25,"Daily Activity (Garmin)",25.0,-53.00
2021-04-24,"Daily Activity (Garmin)",48.0,-158.00
2021-04-23,"Daily Activity (Garmin)",47.0,-146.00
2021-04-22,"Daily Activity (Garmin)",43.0,-140.00
2021-04-21,"Daily Activity (Garmin)",28.0,-44.00
2021-04-20,"Daily Activity (Garmin)",11.0,-11.00
2021-04-19,"Daily Activity (Garmin)",28.0,-47.00
2021-04-18,"Daily Activity (Garmin)",24.0,-70.00
2021-04-17,"Daily Activity (Garmin)",141.0,-444.00
2021-04-16,"Daily Activity (Garmin)",56.0,-113.00
2021-04-15,"Daily Activity (Garmin)",32.0,-56.00
2021-04-14,"Daily Activity (Garmin)",30.0,-50.00
2021-04-13,"Daily Activity (Garmin)",21.0,-24.00
2021-04-12,"Daily Activity (Garmin)",49.0,-133.00
2021-04-11,"Daily Activity (Garmin)",29.0,-98.00
2021-02-21,"Cycling (Garmin)",40.56666666666667,-308.00
2021-04-10,"Daily Activity (Garmin)",45.0,-103.00
2021-04-09,"Daily Activity (Garmin)",29.0,-61.00
2021-04-08,"Daily Activity (Garmin)",44.0,-310.00
2021-02-21,"Pilates (Garmin)",29.85,-428.00
2021-04-07,"Daily Activity (Garmin)",25.0,-57.00
2021-04-06,"Daily Activity (Garmin)",42.0,-514.00
2021-04-05,"Daily Activity (Garmin)",76.0,-294.00
2021-04-04,"Daily Activity (Garmin)",38.0,-163.00
2021-04-03,"Daily Activity (Garmin)",31.0,-152.00
2021-04-02,"Daily Activity (Garmin)",58.0,-310.00
2021-04-01,"Daily Activity (Garmin)",27.0,-70.00
2021-03-31,"Daily Activity (Garmin)",17.0,-39.00
2021-03-30,"Daily Activity (Garmin)",46.0,-189.00
2021-03-29,"Daily Activity (Garmin)",58.0,-100.00
2021-03-27,"Daily Activity (Garmin)",27.0,-164.00
2021-03-26,"Daily Activity (Garmin)",101.0,-292.00
2021-03-25,"Daily Activity (Garmin)",61.0,-165.00
2021-03-24,"Daily Activity (Garmin)",39.0,-104.00
2021-03-23,"Daily Activity (Garmin)",40.0,-111.00
2021-03-22,"Daily Activity (Garmin)",52.0,-1045.00
2021-03-21,"Daily Activity (Garmin)",42.0,-128.00
2021-03-20,"Daily Activity (Garmin)",50.0,-125.00
2021-03-19,"Daily Activity (Garmin)",14.0,-24.00
2021-03-18,"Daily Activity (Garmin)",34.0,-65.00
2021-03-17,"Daily Activity (Garmin)",78.0,-267.00
2021-03-16,"Daily Activity (Garmin)",35.0,-68.00
2021-03-15,"Daily Activity (Garmin)",58.0,-134.00
2021-03-14,"Daily Activity (Garmin)",18.0,-33.00
2021-03-13,"Daily Activity (Garmin)",30.0,-85.00
2021-03-12,"Daily Activity (Garmin)",33.0,-140.00
2021-03-11,"Daily Activity (Garmin)",23.0,-52.00
2021-03-10,"Daily Activity (Garmin)",60.0,-155.00
2021-03-09,"Daily Activity (Garmin)",41.0,-96.00
2021-03-08,"Daily Activity (Garmin)",75.0,-183.00
2021-03-07,"Daily Activity (Garmin)",22.0,-42.00
2021-03-06,"Daily Activity (Garmin)",82.0,-352.00
2021-03-05,"Daily Activity (Garmin)",24.0,-26.00
2021-03-04,"Daily Activity (Garmin)",41.0,-97.00
2021-03-03,"Daily Activity (Garmin)",64.0,-264.00
2021-03-02,"Daily Activity (Garmin)",44.0,-131.00
2021-03-01,"Daily Activity (Garmin)",69.0,-68.00
2021-02-28,"Daily Activity (Garmin)",26.0,-47.00
2021-02-27,"Daily Activity (Garmin)",66.0,-198.00
2021-02-26,"Daily Activity (Garmin)",23.0,-42.00
2021-02-25,"Daily Activity (Garmin)",62.0,-350.00
2021-02-24,"Daily Activity (Garmin)",82.0,-268.00
2021-02-23,"Daily Activity (Garmin)",69.0,-185.00
2021-02-22,"Daily Activity (Garmin)",141.0,-673.00
2021-02-21,"Daily Activity (Garmin)",254.0,-1095.00
2021-02-20,"Daily Activity (Garmin)",73.0,-144.00
2021-02-19,"Daily Activity (Garmin)",48.0,-148.00
2021-02-18,"Daily Activity (Garmin)",70.0,-179.00
2021-02-17,"Daily Activity (Garmin)",112.0,-424.00
2021-02-16,"Daily Activity (Garmin)",23.0,-39.00
2021-02-15,"Daily Activity (Garmin)",36.0,-75.00
2021-02-14,"Daily Activity (Garmin)",46.0,-132.00
2021-02-13,"Daily Activity (Garmin)",194.0,-1009.00
2021-02-12,"Daily Activity (Garmin)",198.0,-513.00
2021-02-11,"Daily Activity (Garmin)",109.0,-452.00
2021-02-10,"Daily Activity (Garmin)",25.0,-36.00
2021-02-09,"Daily Activity (Garmin)",28.0,-42.00
2021-01-16,"Indoor rowing (Garmin)",35.53333333333333,-470.00
2021-02-08,"Daily Activity (Garmin)",29.0,-66.00
2021-02-03,"Daily Activity (Garmin)",19.0,-30.00
2021-02-02,"Daily Activity (Garmin)",52.0,-184.00
2021-02-01,"Daily Activity (Garmin)",94.0,-230.00
2021-01-31,"Daily Activity (Garmin)",33.0,-64.00
2021-01-30,"Daily Activity (Garmin)",33.0,-70.00
2021-01-29,"Daily Activity (Garmin)",22.0,-52.00
2021-01-28,"Daily Activity (Garmin)",12.0,-14.00
2021-01-27,"Daily Activity (Garmin)",30.0,-61.00
2021-01-26,"Daily Activity (Garmin)",33.0,-84.00
2021-01-25,"Daily Activity (Garmin)",76.0,-124.00
2021-01-24,"Daily Activity (Garmin)",91.0,-117.00
2021-01-23,"Daily Activity (Garmin)",92.0,-321.00
2021-01-22,"Daily Activity (Garmin)",28.0,-46.00
2021-01-21,"Daily Activity (Garmin)",112.0,-231.00
2021-01-20,"Daily Activity (Garmin)",67.0,-185.00
2021-01-19,"Daily Activity (Garmin)",67.0,-151.00
2021-01-18,"Daily Activity (Garmin)",33.0,-72.00
2021-01-17,"Daily Activity (Garmin)",50.0,-89.00
2021-01-16,"Daily Activity (Garmin)",100.0,-175.00
2021-01-15,"Daily Activity (Garmin)",28.0,-36.00
2021-01-14,"Daily Activity (Garmin)",95.0,-83.00
2021-01-13,"Daily Activity (Garmin)",43.0,-82.00
2021-01-12,"Daily Activity (Garmin)",77.0,-135.00
2021-01-11,"Daily Activity (Garmin)",96.0,-238.00
2021-01-10,"Daily Activity (Garmin)",94.0,-67.00
2021-01-09,"Daily Activity (Garmin)",40.0,-52.00
2021-01-08,"Daily Activity (Garmin)",69.0,-160.00
2021-01-07,"Daily Activity (Garmin)",37.0,-76.00
2021-01-06,"Daily Activity (Garmin)",62.0,-57.00
2021-01-05,"Daily Activity (Garmin)",37.0,-70.00
2021-01-04,"Daily Activity (Garmin)",22.0,-42.00
2021-01-03,"Daily Activity (Garmin)",29.0,-38.00
2021-01-02,"Daily Activity (Garmin)",43.0,-94.00
2021-01-01,"Daily Activity (Garmin)",67.0,-189.00
2021-01-06,"Indoor rowing (Garmin)",28.866666666666667,-368.00
2021-03-20,"Cycling (Garmin)",84.43333333333334,-1048.00
2021-04-10,"Mountain biking (Garmin)",152.68333333333334,-1681.00
2021-04-08,"Mountain biking (Garmin)",106.9,-1417.00
2021-03-06,"Mountain biking (Garmin)",23.95,-343.00
2021-03-06,"Mountain biking (Garmin)",46.7,-661.00
2021-01-21,"Indoor rowing (Garmin)",24.75,-346.00
2021-02-01,"Indoor rowing (Garmin)",26.133333333333333,-338.00
2021-03-11,"Indoor cycling (Garmin)",39.05,-398.00
2021-02-07,"Daily Activity (Garmin)",111.0,-137.00
2021-03-09,"Cycling (Garmin)",58.3,-694.00
2021-02-06,"Daily Activity (Garmin)",61.0,-188.00
2021-02-05,"Daily Activity (Garmin)",134.0,-526.00
2021-02-04,"Daily Activity (Garmin)",35.0,-102.00
2021-03-09,"Pilates (Garmin)",10.5,-109.00
2021-03-27,"Cycling (Garmin)",120.9,-931.00
2021-01-09,"Indoor rowing (Garmin)",15.55,-193.00
2021-02-20,"Running (Garmin)",30.216666666666665,-445.00
2021-02-20,"Pilates (Garmin)",11.65,-133.00
2021-04-04,"Mountain biking (Garmin)",137.6,-1374.00
2021-04-06,"Mountain biking (Garmin)",73.71666666666667,-1082.00
2021-03-10,"Mountain biking (Garmin)",47.18333333333333,-671.00
2021-05-18,"Daily Activity (Garmin)",46.0,-67.00
2021-05-18,"Indoor cycling (Garmin)",41.3,-463.00
2021-05-18,"Pilates (Garmin)",10.05,-83.00
2021-05-19,"Daily Activity (Garmin)",49.0,-11.00
2021-05-19,"Pilates (Garmin)",17.55,-73.00
2021-05-20,"Daily Activity (Garmin)",53.0,-97.00
2021-05-20,"Indoor cycling (Garmin)",40.03333333333333,-408.00
2021-05-20,"Pilates (Garmin)",9.0,-73.00
2021-05-21,"Daily Activity (Garmin)",82.0,-110.00
2021-05-22,"Indoor rowing (Garmin)",20.0,-259.00
2021-05-22,"Daily Activity (Garmin)",50.0,-58.00
2021-05-22,"Pilates (Garmin)",15.5,-105.00
2021-05-23,"Daily Activity (Garmin)",38.0,-37.00
2021-05-24,"Daily Activity (Garmin)",28.0,-26.00
2021-05-25,"Daily Activity (Garmin)",66.0,-57.00
2021-05-26,"Daily Activity (Garmin)",35.0,-30.00
2021-05-27,"Daily Activity (Garmin)",51.0,-55.00
2021-05-28,"Daily Activity (Garmin)",77.0,-81.00
2021-05-29,"Daily Activity (Garmin)",50.0,-103.00
2021-05-30,"Daily Activity (Garmin)",132.0,-390.00
2021-05-30,"Mountain biking (Garmin)",94.75,-1163.00
2021-05-31,"Daily Activity (Garmin)",68.0,-310.00
2021-05-31,"Cycling (Garmin)",50.95,-267.00
2021-06-01,"Daily Activity (Garmin)",89.0,-200.00
2021-06-01,"Mountain biking (Garmin)",132.86666666666667,-1594.00
2021-06-02,"Daily Activity (Garmin)",50.0,-68.00
2021-06-03,"Daily Activity (Garmin)",117.0,-145.00
2021-06-03,"Running (Garmin)",31.666666666666668,-458.00
2021-06-04,"Daily Activity (Garmin)",23.0,-27.00
2021-06-05,"Daily Activity (Garmin)",210.0,-452.00
2021-06-05,"Stand up paddleboarding (Garmin)",103.05,-479.00
2021-06-06,"Daily Activity (Garmin)",133.0,-265.00
2021-06-07,"Daily Activity (Garmin)",146.0,-359.00
2021-06-08,"Daily Activity (Garmin)",62.0,-89.00
2021-06-09,"Daily Activity (Garmin)",141.0,-761.00
2021-06-09,"Stand up paddleboarding (Garmin)",125.81666666666666,-798.00
2021-06-10,"Daily Activity (Garmin)",120.0,-144.00
2021-06-10,"Cycling (Garmin)",4.116666666666666,-27.00
2021-06-10,"Mountain biking (Garmin)",47.1,-360.00
2021-06-10,"Mountain biking (Garmin)",54.666666666666664,-499.00
2021-06-10,"Stand up paddleboarding (Garmin)",51.35,-512.00
2021-06-11,"Daily Activity (Garmin)",135.0,-499.00
2021-06-11,"Mountain biking (Garmin)",117.93333333333334,-1197.00
2021-06-12,"Daily Activity (Garmin)",72.0,-133.00
2021-06-13,"Daily Activity (Garmin)",40.0,-60.00
2021-06-14,"Daily Activity (Garmin)",89.0,-83.00
2021-06-14,"Running (Garmin)",30.866666666666667,-440.00
2021-06-15,"Daily Activity (Garmin)",77.0,-130.00
2021-06-16,"Daily Activity (Garmin)",48.0,-96.00
2021-06-17,"Daily Activity (Garmin)",107.0,-76.00
2021-06-17,"Stand up paddleboarding (Garmin)",126.2,-543.00
2021-06-18,"Daily Activity (Garmin)",16.0,-30.00
2021-06-19,"Daily Activity (Garmin)",109.0,-220.00
2021-06-20,"Daily Activity (Garmin)",194.0,-394.00
2021-06-20,"Mountain biking (Garmin)",63.88333333333333,-731.00
2021-06-21,"Daily Activity (Garmin)",26.0,-39.00
2021-06-22,"Daily Activity (Garmin)",81.0,-95.00
2021-06-23,"Daily Activity (Garmin)",207.0,-497.00
2021-06-24,"Daily Activity (Garmin)",135.0,-201.00
2021-06-25,"Daily Activity (Garmin)",54.0,-96.00
2021-06-26,"Daily Activity (Garmin)",43.0,-39.00
2021-06-27,"Daily Activity (Garmin)",48.0,-111.00
2021-06-28,"Daily Activity (Garmin)",167.0,-574.00
2021-06-29,"Daily Activity (Garmin)",56.0,-96.00
2021-06-30,"Daily Activity (Garmin)",70.0,-110.00
2021-06-30,"Cycling (Garmin)",57.333333333333336,-703.00
2021-07-01,"Daily Activity (Garmin)",47.0,-22.00
2021-07-01,"Cycling (Garmin)",58.266666666666666,-757.00
2021-07-02,"Daily Activity (Garmin)",121.0,-279.00
2021-07-03,"Daily Activity (Garmin)",102.0,-166.00
2021-07-04,"Daily Activity (Garmin)",138.0,-423.00
2021-07-05,"Daily Activity (Garmin)",56.0,-100.00
2021-07-06,"Daily Activity (Garmin)",34.0,-34.00
2021-07-07,"Daily Activity (Garmin)",20.0,-16.00
2021-07-08,"Daily Activity (Garmin)",34.0,-43.00
2021-07-09,"Daily Activity (Garmin)",97.0,-162.00
2021-07-09,"Mountain biking (Garmin)",240.21666666666667,-3432.00
2021-07-10,"Daily Activity (Garmin)",115.0,-180.00
2021-07-10,"Mountain biking (Garmin)",159.11666666666667,-1174.00
2021-07-11,"Daily Activity (Garmin)",48.0,-99.00
2021-07-12,"Daily Activity (Garmin)",96.0,-103.00
2021-07-12,"Running (Garmin)",34.15,-469.00
2021-07-13,"Daily Activity (Garmin)",34.0,-43.00
2021-07-14,"Daily Activity (Garmin)",47.0,-73.00
2021-07-15,"Daily Activity (Garmin)",34.0,-32.00
2021-07-16,"Daily Activity (Garmin)",60.0,-99.00
2021-07-17,"Daily Activity (Garmin)",36.0,-40.00
2021-07-18,"Daily Activity (Garmin)",144.0,-376.00
2021-07-19,"Daily Activity (Garmin)",33.0,-41.00
2021-07-20,"Daily Activity (Garmin)",25.0,-41.00
2021-07-21,"Daily Activity (Garmin)",27.0,-37.00
2021-07-22,"Daily Activity (Garmin)",61.0,-117.00
2021-07-23,"Daily Activity (Garmin)",62.0,-177.00
2021-07-24,"Daily Activity (Garmin)",196.0,-1210.00
2021-07-25,"Daily Activity (Garmin)",146.0,-489.00
2021-07-25,"Mountain biking (Garmin)",209.65,-1098.00
2021-07-26,"Daily Activity (Garmin)",67.0,-125.00
2021-07-27,"Daily Activity (Garmin)",40.0,-56.00
2021-07-28,"Daily Activity (Garmin)",25.0,-39.00
2021-07-29,"Daily Activity (Garmin)",36.0,-40.00
2021-07-30,"Daily Activity (Garmin)",25.0,-34.00
2021-07-31,"Daily Activity (Garmin)",85.0,-148.00
2021-07-31,"Cycling (Garmin)",32.516666666666666,-219.00
2021-07-31,"Cycling (Garmin)",29.6,-194.00
2021-08-01,"Daily Activity (Garmin)",61.0,-117.00
2021-08-02,"Daily Activity (Garmin)",117.0,-676.00
2021-08-02,"Mountain biking (Garmin)",157.28333333333333,-1540.00
2021-08-03,"Daily Activity (Garmin)",166.0,-584.00
2021-08-04,"Daily Activity (Garmin)",114.0,-387.00
2021-08-05,"Daily Activity (Garmin)",76.0,-268.00
2021-08-06,"Daily Activity (Garmin)",131.0,-548.00
2021-08-07,"Daily Activity (Garmin)",159.0,-712.00
2021-08-08,"Daily Activity (Garmin)",149.0,-382.00
2021-08-08,"Running (Garmin)",34.85,-482.00
2021-08-09,"Daily Activity (Garmin)",85.0,0.00
2021-08-09,"Lap swimming (Garmin)",36.8,-462.00
2021-08-10,"Daily Activity (Garmin)",176.0,-275.00
2021-08-10,"Running (Garmin)",62.2,-746.00
2021-08-11,"Daily Activity (Garmin)",45.0,0.00
2021-08-09,"Lap swimming (Garmin)",36.8,-462.00
2021-08-11,"Cycling (Garmin)",133.5,-1209.00
2021-08-12,"Daily Activity (Garmin)",133.0,-69.00
2021-08-12,"Running (Garmin)",80.05,-793.00
2021-08-13,"Daily Activity (Garmin)",73.0,-155.00
2021-08-14,"Daily Activity (Garmin)",62.0,-99.00
2021-08-15,"Daily Activity (Garmin)",116.0,-185.00
2021-08-16,"Daily Activity (Garmin)",158.0,-384.00
2021-08-17,"Daily Activity (Garmin)",104.0,-297.00
2021-08-18,"Daily Activity (Garmin)",152.0,-528.00
2021-08-19,"Daily Activity (Garmin)",36.0,-39.00
2021-08-20,"Daily Activity (Garmin)",82.0,-161.00
2021-08-21,"Daily Activity (Garmin)",185.0,-726.00
2021-08-22,"Daily Activity (Garmin)",176.0,-902.00
2021-08-23,"Daily Activity (Garmin)",88.0,-334.00
2021-08-24,"Daily Activity (Garmin)",139.0,-512.00
2021-08-24,"Cycling (Garmin)",87.46666666666667,-830.00
2021-08-25,"Daily Activity (Garmin)",101.0,-282.00
2021-08-25,"Running (Garmin)",23.916666666666668,-348.00
2021-08-25,"Pilates (Garmin)",10.766666666666667,-70.00
2021-08-26,"Daily Activity (Garmin)",155.0,-915.00
2021-08-26,"Mountain biking (Garmin)",69.0,-1047.00
2021-08-27,"Daily Activity (Garmin)",80.0,-293.00
2021-08-28,"Daily Activity (Garmin)",37.0,-66.00
2021-08-29,"Daily Activity (Garmin)",116.0,-859.00
2021-08-29,"Mountain biking (Garmin)",105.98333333333333,-1484.00
2021-08-30,"Daily Activity (Garmin)",52.0,-121.00
2021-08-31,"Daily Activity (Garmin)",45.0,-89.00
2021-09-01,"Daily Activity (Garmin)",40.0,-48.00
2021-09-02,"Daily Activity (Garmin)",42.0,-47.00
2021-09-02,"Cycling (Garmin)",71.35,-941.00
2021-09-03,"Daily Activity (Garmin)",57.0,-798.00
2021-09-03,"Mountain biking (Garmin)",73.91666666666667,-1117.00
2021-09-04,"Daily Activity (Garmin)",132.0,-600.00
2021-09-05,"Daily Activity (Garmin)",108.0,-708.00
2021-09-06,"Daily Activity (Garmin)",131.0,-777.00
2021-09-07,"Daily Activity (Garmin)",68.0,-276.00
2021-09-08,"Daily Activity (Garmin)",34.0,-27.00
2021-09-09,"Daily Activity (Garmin)",90.0,-918.00
2021-09-09,"Mountain biking (Garmin)",50.266666666666666,-764.00
2021-09-10,"Daily Activity (Garmin)",90.0,-359.00
2021-09-11,"Daily Activity (Garmin)",89.0,-277.00
2021-09-11,"Mountain biking (Garmin)",139.43333333333334,-1809.00
2021-09-12,"Daily Activity (Garmin)",42.0,-80.00
2021-09-13,"Daily Activity (Garmin)",63.0,-243.00
2021-09-14,"Daily Activity (Garmin)",46.0,-114.00
2021-09-15,"Daily Activity (Garmin)",50.0,-119.00
2021-09-16,"Daily Activity (Garmin)",48.0,-78.00
2021-09-17,"Daily Activity (Garmin)",65.0,-101.00
2021-09-18,"Daily Activity (Garmin)",132.0,-491.00
2021-09-19,"Daily Activity (Garmin)",75.0,-255.00
2021-09-20,"Daily Activity (Garmin)",27.0,-42.00
2021-09-21,"Daily Activity (Garmin)",98.0,-123.00
2021-09-21,"Running (Garmin)",40.95,-537.00
2021-09-22,"Daily Activity (Garmin)",27.0,-38.00
2021-09-23,"Daily Activity (Garmin)",38.0,-5.00
2021-09-23,"Cycling (Garmin)",47.583333333333336,-676.00
2021-09-24,"Daily Activity (Garmin)",76.0,-162.00
2021-09-25,"Daily Activity (Garmin)",113.0,-407.00
2021-09-26,"Daily Activity (Garmin)",107.0,-306.00
2021-09-27,"Daily Activity (Garmin)",12.0,0.00
2021-09-27,"Cycling (Garmin)",78.5,-977.00
2021-09-28,"Daily Activity (Garmin)",128.0,-229.00
2021-09-28,"Running (Garmin)",37.65,-499.00
2021-09-29,"Daily Activity (Garmin)",100.0,-319.00
2021-09-30,"Daily Activity (Garmin)",50.0,-68.00
2021-10-01,"Daily Activity (Garmin)",109.0,-403.00
2021-10-02,"Daily Activity (Garmin)",137.0,-299.00
2021-10-02,"Indoor rowing (Garmin)",5.0,-53.00
2021-10-02,"Strength training (Garmin)",17.566666666666666,-94.00
2021-10-03,"Daily Activity (Garmin)",96.0,-164.00
2021-10-04,"Daily Activity (Garmin)",114.0,-174.00
2021-10-05,"Daily Activity (Garmin)",108.0,-196.00
2021-10-05,"Indoor rowing (Garmin)",3.8833333333333333,-41.00
2021-10-05,"Strength training (Garmin)",27.683333333333334,-158.00
2021-10-06,"Daily Activity (Garmin)",142.0,-197.00
2021-10-07,"Daily Activity (Garmin)",167.0,-645.00
2021-10-08,"Daily Activity (Garmin)",40.0,-1212.00
2021-10-10,"Daily Activity (Garmin)",4.0,-30.00
2021-10-08,"Mountain biking (Garmin)",34.21666666666667,-263.00
2021-10-11,"Daily Activity (Garmin)",95.0,-941.00
2021-10-11,"Mountain biking (Garmin)",55.68333333333333,-854.00
2021-10-12,"Daily Activity (Garmin)",98.0,-158.00
2021-10-12,"Running (Garmin)",41.016666666666666,-530.00
2021-10-13,"Daily Activity (Garmin)",73.0,-179.00
2021-10-13,"Mountain biking (Garmin)",28.883333333333333,-468.00
2021-10-13,"Mountain biking (Garmin)",41.56666666666667,-631.00
2021-10-14,"Daily Activity (Garmin)",37.0,-83.00
2021-10-15,"Daily Activity (Garmin)",26.0,-23.00
2021-10-16,"Daily Activity (Garmin)",76.0,-132.00
2021-10-16,"Running (Garmin)",26.733333333333334,-414.00
2021-10-17,"Daily Activity (Garmin)",44.0,-105.00
2021-10-18,"Daily Activity (Garmin)",22.0,-17.00
2021-10-19,"Daily Activity (Garmin)",26.0,-38.00
2021-10-20,"Daily Activity (Garmin)",39.0,-71.00
2021-10-21,"Daily Activity (Garmin)",18.0,-19.00
2021-10-22,"Daily Activity (Garmin)",24.0,-28.00
2021-10-23,"Daily Activity (Garmin)",26.0,-30.00
2021-10-24,"Daily Activity (Garmin)",191.0,-1058.00
2021-10-25,"Daily Activity (Garmin)",56.0,-394.00
2021-10-25,"Mountain biking (Garmin)",78.16666666666667,-1155.00
2021-10-26,"Daily Activity (Garmin)",75.0,-262.00
2021-10-27,"Daily Activity (Garmin)",28.0,-37.00
2021-10-28,"Daily Activity (Garmin)",36.0,-91.00
2021-10-28,"Mountain biking (Garmin)",100.01666666666667,-1290.00
2021-10-29,"Daily Activity (Garmin)",26.0,-30.00
2021-10-30,"Daily Activity (Garmin)",81.0,-69.00
2021-10-30,"Running (Garmin)",29.533333333333335,-423.00
2021-10-31,"Daily Activity (Garmin)",68.0,-160.00
2021-11-01,"Daily Activity (Garmin)",199.0,-482.00
2021-11-02,"Daily Activity (Garmin)",46.0,-138.00
2021-11-03,"Daily Activity (Garmin)",235.0,-268.00
2021-11-03,"Indoor cardio (Garmin)",82.26666666666667,-859.00
2021-11-04,"Daily Activity (Garmin)",38.0,-216.00
2021-11-04,"Mountain biking (Garmin)",65.41666666666667,-939.00
2021-11-05,"Daily Activity (Garmin)",50.0,-383.00
2021-11-05,"Mountain biking (Garmin)",67.38333333333334,-983.00
2021-11-06,"Daily Activity (Garmin)",82.0,-149.00
2021-11-07,"Daily Activity (Garmin)",122.0,-304.00
2021-11-07,"Mountain biking (Garmin)",206.36666666666667,-2451.00
2021-11-08,"Daily Activity (Garmin)",31.0,-65.00
2021-11-09,"Daily Activity (Garmin)",75.0,-235.00
2021-11-09,"Indoor rowing (Garmin)",28.25,-321.00
2021-11-10,"Daily Activity (Garmin)",44.0,-59.00
2021-11-11,"Daily Activity (Garmin)",52.0,-71.00
2021-11-12,"Daily Activity (Garmin)",57.0,-137.00
2021-11-13,"Daily Activity (Garmin)",180.0,-446.00
2021-11-14,"Daily Activity (Garmin)",206.0,-524.00
2021-11-15,"Daily Activity (Garmin)",23.0,-22.00
2021-11-16,"Daily Activity (Garmin)",114.0,-201.00
2021-11-16,"Indoor rowing (Garmin)",34.9,-481.00
2021-11-17,"Daily Activity (Garmin)",22.0,-24.00
2021-11-18,"Daily Activity (Garmin)",30.0,-50.00
2021-11-19,"Daily Activity (Garmin)",60.0,-224.00
2021-11-20,"Daily Activity (Garmin)",113.0,-330.00
2021-11-21,"Daily Activity (Garmin)",132.0,-438.00
2021-11-22,"Daily Activity (Garmin)",50.0,-71.00
2021-11-23,"Daily Activity (Garmin)",56.0,-106.00
2021-11-24,"Daily Activity (Garmin)",62.0,-123.00
2021-11-25,"Daily Activity (Garmin)",57.0,-92.00
2021-11-26,"Daily Activity (Garmin)",42.0,-51.00
2021-11-27,"Daily Activity (Garmin)",101.0,-363.00
2021-11-28,"Daily Activity (Garmin)",108.0,-300.00
2021-11-29,"Daily Activity (Garmin)",135.0,-275.00
2021-11-30,"Daily Activity (Garmin)",32.0,-66.00
2021-12-01,"Daily Activity (Garmin)",29.0,-33.00
2021-12-02,"Daily Activity (Garmin)",110.0,-292.00
2021-12-03,"Daily Activity (Garmin)",70.0,-199.00
2021-12-04,"Daily Activity (Garmin)",57.0,-95.00
2021-12-05,"Daily Activity (Garmin)",102.0,-171.00
2021-12-05,"Treadmill running (Garmin)",35.0,-530.00
2021-12-06,"Daily Activity (Garmin)",93.0,-91.00
2021-12-06,"Indoor rowing (Garmin)",20.016666666666666,-249.00
2021-12-06,"Treadmill running (Garmin)",20.016666666666666,-298.00
2021-12-07,"Daily Activity (Garmin)",137.0,-287.00
2021-12-07,"Indoor rowing (Garmin)",20.0,-273.00
2021-12-07,"Treadmill running (Garmin)",20.0,-301.00
2021-12-08,"Daily Activity (Garmin)",45.0,-103.00
2021-12-09,"Daily Activity (Garmin)",116.0,-193.00
2021-12-09,"Indoor rowing (Garmin)",20.0,-268.00
2021-12-09,"Treadmill running (Garmin)",20.0,-301.00
2021-12-10,"Daily Activity (Garmin)",74.0,-199.00
2021-12-11,"Daily Activity (Garmin)",79.0,-230.00
2021-12-12,"Daily Activity (Garmin)",187.0,-614.00
2021-12-13,"Daily Activity (Garmin)",214.0,-674.00
2021-12-14,"Daily Activity (Garmin)",126.0,-285.00
2021-12-15,"Daily Activity (Garmin)",194.0,-460.00
2021-12-16,"Daily Activity (Garmin)",209.0,-440.00
2021-12-17,"Daily Activity (Garmin)",198.0,-443.00
2021-12-18,"Daily Activity (Garmin)",263.0,-687.00
2021-12-19,"Daily Activity (Garmin)",272.0,-1300.00
